Text,Sentiment
Cuanto seria,positivo
"El numero 990921768 realizo una llamada, busca comunicarse contigo.",positivo
"El numero 920035177 quiere comunicarse contigo, si deseas llamalo.",positivo
Estamos pasando momentos dificiles y espero vomprendan hasta deberian de exonerar q ya pague hasta con interes,positivo
actualmente yo estaria pagando en el transcurso de la proxima semana,positivo
porfavor no sigan molestando porque sino procedere,positivo
Cuáles equipos?,positivo
POR FA QUIERO MEGAS X,positivo
Hola ya deaqui voy,positivo
Ya pagu¿ ok,positivo
Puedo pagar en agente,positivo
Cuánto%20es%20el%20monto%20que%20tengo%20aprobado...,positivo
Tengo%2050%20soles,positivo
Porque ai estoy al dia con mis pagos,positivo
No tengo en mi directorio,positivo
Mañana iré a pagar,positivo
Con quien tengo el agrado,positivo
Identificate individuo,positivo
Yo no debo a nadie,positivo
san no ????,positivo
La cuota esta desde el sabado en mi cuenta por favor,positivo
"El numero 984063627 quiere comunicarse contigo, si deseas llamalo.",positivo
Disculpe con kien x fabor,positivo
CON QUIEN HABLO,positivo
De qué cuota me hablaaa,positivo
Si 15 por favor,positivo
"El%20numero%20969024597%20quiere%20comunicarse%20contigo,%20si%20deseas%20llamalo.",positivo
No tengo plata para pagar los intereses pues durante la emergencia no trabaj¿,positivo
No conozco ninguna mónica,positivo
Si pagaré pero porfavor,positivo
No reconozco tu numero. Me dirias quien eres...,positivo
Pagado adelantado,positivo
Quien eres y que deseas,positivo
Yo no tengo deuda,positivo
"El numero 975189625 realizo una llamada, busca comunicarse contigo.",positivo
Dime qe meses falta pagar y cuanto es la deuda,positivo
Agradesco me puedan esperar hasta el viernes 9/10 esa fecha voy a cancelar ..gracias,positivo
"El numero 970070214 realizo una llamada, busca comunicarse contigo.",positivo
Mi cuota se vence el 20 De octubre.,positivo
Me podrian enviar un nro de cuenta para depositar por favor,positivo
D qué hora a qué hora atiende los sábados,positivo
"El numero 945433950 quiere comunicarse contigo, si deseas llamalo.",positivo
Y el otro a fin de mes,positivo
"El numero 910199836 realizo una llamada, busca comunicarse contigo.",positivo
Suplico que verifique bien en el sistema estoy al día con mis pagos,positivo
916766417,positivo
Ya pagueeeeeeeee,positivo
"El numero 941805649 realizo una llamada, busca comunicarse contigo.",positivo
Eso es la meta en esta semana nos acercam a la of,positivo
Buenos%20días%20solo%20tendría%20500%20soles%20no%20tengo%20más%20este%20tema%20de%20la%20pan,positivo
"El numero 956177166 quiere comunicarse contigo, si deseas llamalo.",positivo
"El numero 926334472 realizo una llamada, busca comunicarse contigo.",positivo
Nunca he dejado de pagar,positivo
Ya lo page ayer en un agente,positivo
En donde dejo la caja de ese pedido,positivo
Si voy a cancelar no quiero pasar en rojo,positivo
Todabia no puedo pagar seria para el otrs meses,positivo
No molesten que yo no les debo nada .hasta cuando van a entender,positivo
Vengan a recogerlo a mi nva direccion,positivo
kien ers,positivo
Por esta pandemia no tengo de donde voya pagar,positivo
De donde si estamos mal economicamente,positivo
No tengo deuda en nin gùn lugar,positivo
Justo estoy yéndome a pagar 💪🏻,positivo
Ya pagué xk m cobro mas si saben estamos bien ajustados q mal,positivo
I como son los intereses,positivo
n su cuenta,positivo
"Buen dia El sr HILARIO fallecio hace años. Identifiquese por favor, y diga cual es el motivo de su mensaje que no entiendo. Atte. Jenny",positivo
Dejen de estar mandando msj,positivo
Ni para comer tengo y sin trabajo.,positivo
"El numero 961971142 quiere comunicarse contigo, si deseas llamalo.",positivo
Si page muchas grasias,positivo
Y apague,positivo
"Hola Grace, cuanto tengo preaprobado",positivo
Quien es ?? Disculpe,positivo
Ya pague mierda no jodan,positivo
Mañana temprano estoy asiendo el deposito con quien tengo q hsblsr,positivo
Hoy es 01 k ahora cobran x adelantado nse pasen pues xfvvv,positivo
Yo no debo,positivo
"El numero 929961842 realizo una llamada, busca comunicarse contigo.",positivo
"Señores, por favor dejen de llamar y enviar mensajes que molestan. Ya les he indicado que yo no tengo deuda alguna, revisen bien sus archivos.",positivo
Por que pone en elselu Y6.677. 9 348,positivo
De que es???,positivo
Mañana%20mismo,positivo
cada 20 min se me va el Internet la señal es pésima y cuando se las llama nunca nos podemos comunicar con un técnico.,positivo
"El numero 916436928 realizo una llamada, busca comunicarse contigo.",positivo
985994631,positivo
No debo equipos.... No entiendo su solicitud.... Llame...,positivo
Hola buenas tardes si mañana cancelo temprano gracias,positivo
No tengo esa deuda,positivo
"Hola, te quise llamar pero no tengo saldo, llamame 51991529971.",positivo
No%20soy%20cliente%20de%20banco%20falabella.%20Gracias%20,positivo
Ni tarjeta cencosud tengo,positivo
Pagado,positivo
Y quién eres,positivo
A primeras horas,positivo
Me llego un mensaje de un crédito pre aprobado por 26mil donde debo comunicarme?,positivo
Quién eres.,positivo
"El numero 958022471 realizo una llamada, busca comunicarse contigo.",positivo
Cuanto cuesta para camioneta pikac,positivo
Envié correo para q eliminen eso no trabajo desde 2019,positivo
No lo pagaré congelen la deuda,positivo
No estoy de acuerdo,positivo
de pago,positivo
Ok me acercaré para poder obtener una facilidad de pago porfavor,positivo
Con quién hablo,positivo
"El numero 974987645 realizo una llamada, busca comunicarse contigo.",positivo
Voy a bloquearlos para descansar un poco de este acoso permanente,positivo
Hola amigo interban d jaen pued splicarme bien,positivo
Considerando que no es responsabilidad mía el hecho de no haber sid,positivo
Sin vergüenzas encima que cobran una millonada,positivo
"Bnos dias, no entiendlmo de que se trata el mensaje que me acaba de enviar, a que pago se refiere??",positivo
Ya devolvi la moto y me van a dar mi carta de no adeudo,positivo
Grasias,positivo
Buenas tardes el chico que viene a cobrar me dijo que viene mañana acaclo tengo el dinero,positivo
sera q eres ratero,positivo
Sres buenos dias yo quisiera pagar pero lo que yo quisiera que ustedes paguen primero a la Sunat,positivo
No debo nada no molestar,positivo
srs.%20%20de%20efectiva%20no%20sean%20injustos%20y%20abusivos%20yo%20ya%20cancele.%20por%20favor%20no%20abusen.%20,positivo
"El numero 950915733 quiere comunicarse contigo, si deseas llamalo.",positivo
Nombre:Jose Celular:935 559 343,positivo
Llameme al 991594896,positivo
Hace tiempo los quiero contactar y saber mi recib,positivo
Ya realice el pago,positivo
Ya pague hoy,positivo
"El numero 918514313 realizo una llamada, busca comunicarse contigo.",positivo
"El numero 950624644 realizo una llamada, busca comunicarse contigo.",positivo
Ya fui a la misma financiera y me explicaron por el cual no hice ninguna reversion ... Gracias,positivo
Yo elijo al 956332957,positivo
O sigue,positivo
Dejen de estar llamando,positivo
estoy al dia,positivo
Que lo reprogramen por favor,positivo
Si no me solucionan,positivo
Disculpe%20de%20cua%20yo%20es%20mi%20deuda%20,positivo
"El numero 964753510 realizo una llamada, busca comunicarse contigo.",positivo
"El numero 961049916 quiere comunicarse contigo, si deseas llamalo.",positivo
Ya page ya no debo nada ya,positivo
Disculpe de que banco es?,positivo
Cuanto disminuiria?,positivo
Gracias por su comprension,positivo
Mi deuda me están descontando normalmente por planilla,positivo
X favor dejen de enviarme mensaje,positivo
De equipo me hablas yo no debo nada su com...,positivo
"El numero 956154559 quiere comunicarse contigo, si deseas llamalo.",positivo
Y%20hacemos%20el%20trato%20pero%20me%20das%20mi%20cartavde%20no%20adeudo%20,positivo
hace 23 dias solicite reprogramar mi deudas estoy esperando repuesta. Atte Ricardo Navarro,positivo
Esta semana voy a cancelar,positivo
Quiero que me respondan por amor adiós porque me prestaron para pa,positivo
Me puedes indicar tu nombre,positivo
yo no tengo ninguna deuda con este banco,positivo
"Yo he pagado, debo la cuota de este mes",positivo
Que? A mi me estan descontando,positivo
Hasta que hora es la atencion,positivo
999903337,positivo
MAñana iré a pagar,positivo
Les digo q yo no les debo,positivo
Nunca contestan y de que debo.?,positivo
Lo que deben hacer es comunicar al gerente que mas bien de mas dias de ampliacion para pagar,positivo
Porque esa cantidad que sacan no tengo posibilidades,positivo
Mayor informacion,positivo
"Hola ya habia pactado el recojo para el 17/09/2020 de 2pm a 6pm , sin embargo nunca fueron el contacto fue con Maria Pineda",positivo
Yo. No. Soy. Isabel,positivo
"Y no es para que ustedes me busque n como delincuente, estoy desepc",positivo
No%20molesten%20ya%20pagamos,positivo
"Estoy en la ciudad de Tingo Maria, podrias decirme donde pago mi cuota aca",positivo
Cómo será eso??,positivo
???? Quien es utd,positivo
Hoy no puedo pagar tengo emfermo a mijijo,positivo
Ayer fui a depositar,positivo
"Con el saldo que de 700 soles sinverguensas,para el colmo siguen fastidiando como estorcionadores,mi no debe ni un centimo",positivo
A la 1:09 cancelé la cuota vencida.,positivo
Les agradeceria no lo vuelvan hacer,positivo
Digame porfavor,positivo
"Quise comunicarme pero no contestan , sobre los equipos no ser posible de la devolucion porque yo me encuentro de viaje , la empresa sabe perfectamente q",positivo
"El numero 955906296 realizo una llamada, busca comunicarse contigo.",positivo
Hola yo no debo nada,positivo
Que numero de cuota es,positivo
Son varios meses que pregunto el motivo de esa deuda. Soy persona m,positivo
No tengo ninguna deuda señor evote enviarme estos mensajes,positivo
Buenos dias bueno si estoy conciente de mis atrazos La cual les comente de que en momento me encuentro sin trabajo desde el 30 de junio hasta agora sin,positivo
ya fue cancelado hace una semana atras,positivo
Cuantas veces digo que no tengo prestamo,positivo
Yo compré los equipos en el contrato estipula que en dos años me iban a descontar ..y asi fue ...en mis Recibos figuran los cobros que Movistar me hizo..,positivo
Tuve un problema policial en el cual gaste el dinero q iba a pagarles un favor dame dos dias de plazo y voy a pagar la cuota,positivo
Porque me mandan mensaje y no respondes conteste,positivo
Señor dejen de molestar enviando este tipo de mensajes nose a quien se los mandan,positivo
Todavia nos da plazo que malos son,positivo
Te vas al carajo de que te debo dime imbecil,positivo
"Voy cancelar poco a poco esta deuda, ya hize un deposito por agente.",positivo
"Sra. Scotiabank, no tengo q acogerme a ningún beneficio actual, sol",positivo
K corresponde del mes d setiembre,positivo
Buenas tardes . Quisiera saber si puedo pagar en un agente,positivo
Con el dinero para pagar,positivo
No me llamen porque no voy a pagar nada,positivo
No entiendo de que me habla,positivo
"El numero 967496299 quiere comunicarse contigo, si deseas llamalo.",positivo
Cuanto seria el total que tengo que pagar,positivo
?? Que significa esto? No entiendo,positivo
"El numero 998279916 realizo una llamada, busca comunicarse contigo.",positivo
"El numero 920493970 realizo una llamada, busca comunicarse contigo.",positivo
"y tuve q coger el dinero, por favor comprendame",positivo
Cual es el cronograma?? No puedo abrir archivo,positivo
"Por favor que oficina, que lugar",positivo
"Hace dos semanas me llamaron como 30 personas diferentes en dos dias diciéndome que venian a recoger los equipos, per ninguno de ellos tenia la direccion",positivo
Y no hay ninguna clase de información,positivo
con kien ablo,positivo
mitad o solo lo que debemos ya no intereses.,positivo
Está seguro de que yo le debo algo?,positivo
"El numero 996183020 realizo una llamada, busca comunicarse contigo.",positivo
"Hola, te quise llamar pero no tengo saldo, llamame 51932049894.",positivo
Como hago para reportar,positivo
Pero yo ya pague mi telefono,positivo
Y ellos solo atienden hasta las 5 por favor,positivo
Porque yo desconozco,positivo
Me estoy tratando d comunicar con mi asesor para ver cuanto me toca pagar,positivo
Juntaré para el lunes gracias por su comprencion,positivo
Aque nro me comunico para eso d ela deuda ya que no estoy debiendo como dice el msj,positivo
"El numero 956906314 quiere comunicarse contigo, si deseas llamalo.",positivo
Buenas tardes señores mi Hermano Fallecio con Covid 19 hace dos meses por favor no molestar a la familia respeten el dolor ajeno.,positivo
"Mi préstamo fue congelado, después yo no tengo informacion como fue esto",positivo
"El numero 943295830 realizo una llamada, busca comunicarse contigo.",positivo
Que beneficios ??,positivo
Señores informense bien,positivo
Buenas tardes yo ya pague mi cuota,positivo
Cuando nos podemos de acuerdo,positivo
Disculpa q cita?,positivo
Xk No Contesta Para Responderle Lo K Me Dice D K Tengo K Pagar Primero Averiguese Vien Y No Me Estee Molestand No Kero Ser Grosero Con Uste No Me Dan El,positivo
Habla con el hijo de la sra benita quien hizo el contrato no se va a devolver los equipo puesto a que cuando eso hizo el trato con el asesor de movistar,positivo
"Q me llamen para entregarselos ,me he mudado",positivo
Buenas Tardes,positivo
"El%20numero%20975795789%20quiere%20comunicarse%20contigo,%20si%20deseas%20llamalo.",positivo
Perdon?? Yo no debo a nadie,positivo
Cuánto es el saldo que quedó,positivo
Me puede mandar mi codigo de pago gracias,positivo
No voy a pagar nada,positivo
Diga me que n3cesita,positivo
Me llamaron q irian,positivo
Ya pague no molesten,positivo
Estoy llamando al numero que han indicado y no contestan,positivo
No creo q la q cobra me de doz bauchr del mismo credito,positivo
No estoy en lima ya comunique,positivo
"El numero 965849760 realizo una llamada, busca comunicarse contigo.",positivo
De que trata esto?,positivo
"El numero 990571856 quiere comunicarse contigo, si deseas llamalo.",positivo
Ya se cancelo,positivo
Buenas tardes xfa me puede llamar,positivo
No manden mensajes si no verifican informacion,positivo
Solo tengo ochocientos soles,positivo
"El numero 992042250 quiere comunicarse contigo, si deseas llamalo.",positivo
